-4.20000,-0.80000,0.80000
-4.20000,-0.80000,1.00000
-4.20000,-0.80000,1.20000
-4.20000,-0.42500,0.80000
-4.20000,-0.42500,1.00000
-4.20000,-0.42500,1.20000
-4.20000,-0.05000,0.80000
-4.20000,-0.05000,1.00000
-4.20000,-0.05000,1.20000
-4.20000,0.32500,0.80000
-4.20000,0.32500,1.00000
-4.20000,0.32500,1.20000
-4.20000,0.70000,0.80000
-4.20000,0.70000,1.00000
-4.20000,0.70000,1.20000
-3.78182,-0.80000,0.80000
-3.78182,-0.80000,1.00000
-3.78182,-0.80000,1.20000
-3.78182,-0.42500,0.80000
-3.78182,-0.42500,1.00000
-3.78182,-0.42500,1.20000
-3.78182,-0.05000,0.80000
-3.78182,-0.05000,1.00000
-3.78182,-0.05000,1.20000
-3.78182,0.32500,0.80000
-3.78182,0.32500,1.00000
-3.78182,0.32500,1.20000
-3.78182,0.70000,0.80000
-3.78182,0.70000,1.00000
-3.78182,0.70000,1.20000
-3.36364,-0.80000,0.80000
-3.36364,-0.80000,1.00000
-3.36364,-0.80000,1.20000
-3.36364,-0.42500,0.80000
-3.36364,-0.42500,1.00000
-3.36364,-0.42500,1.20000
-3.36364,-0.05000,0.80000
-3.36364,-0.05000,1.00000
-3.36364,-0.05000,1.20000
-3.36364,0.32500,0.80000
-3.36364,0.32500,1.00000
-3.36364,0.32500,1.20000
-3.36364,0.70000,0.80000
-3.36364,0.70000,1.00000
-3.36364,0.70000,1.20000
-2.94545,-0.80000,0.80000
-2.94545,-0.80000,1.00000
-2.94545,-0.80000,1.20000
-2.94545,-0.42500,0.80000
-2.94545,-0.42500,1.00000
-2.94545,-0.42500,1.20000
-2.94545,-0.05000,0.80000
-2.94545,-0.05000,1.00000
-2.94545,-0.05000,1.20000
-2.94545,0.32500,0.80000
-2.94545,0.32500,1.00000
-2.94545,0.32500,1.20000
-2.94545,0.70000,0.80000
-2.94545,0.70000,1.00000
-2.94545,0.70000,1.20000
-2.52727,-0.80000,0.80000
-2.52727,-0.80000,1.00000
-2.52727,-0.80000,1.20000
-2.52727,-0.42500,0.80000
-2.52727,-0.42500,1.00000
-2.52727,-0.42500,1.20000
-2.52727,-0.05000,0.80000
-2.52727,-0.05000,1.00000
-2.52727,-0.05000,1.20000
-2.52727,0.32500,0.80000
-2.52727,0.32500,1.00000
-2.52727,0.32500,1.20000
-2.52727,0.70000,0.80000
-2.52727,0.70000,1.00000
-2.52727,0.70000,1.20000
-2.10909,-0.80000,0.80000
-2.10909,-0.80000,1.00000
-2.10909,-0.80000,1.20000
-2.10909,-0.42500,0.80000
-2.10909,-0.42500,1.00000
-2.10909,-0.42500,1.20000
-2.10909,-0.05000,0.80000
-2.10909,-0.05000,1.00000
-2.10909,-0.05000,1.20000
-2.10909,0.32500,0.80000
-2.10909,0.32500,1.00000
-2.10909,0.32500,1.20000
-2.10909,0.70000,0.80000
-2.10909,0.70000,1.00000
-2.10909,0.70000,1.20000
-1.69091,-0.80000,0.80000
-1.69091,-0.80000,1.00000
-1.69091,-0.80000,1.20000
-1.69091,-0.42500,0.80000
-1.69091,-0.42500,1.00000
-1.69091,-0.42500,1.20000
-1.69091,-0.05000,0.80000
-1.69091,-0.05000,1.00000
-1.69091,-0.05000,1.20000
-1.69091,0.32500,0.80000
-1.69091,0.32500,1.00000
-1.69091,0.32500,1.20000
-1.69091,0.70000,0.80000
-1.69091,0.70000,1.00000
-1.69091,0.70000,1.20000
-1.27273,-0.80000,0.80000
-1.27273,-0.80000,1.00000
-1.27273,-0.80000,1.20000
-1.27273,-0.42500,0.80000
-1.27273,-0.42500,1.00000
-1.27273,-0.42500,1.20000
-1.27273,-0.05000,0.80000
-1.27273,-0.05000,1.00000
-1.27273,-0.05000,1.20000
-1.27273,0.32500,0.80000
-1.27273,0.32500,1.00000
-1.27273,0.32500,1.20000
-1.27273,0.70000,0.80000
-1.27273,0.70000,1.00000
-1.27273,0.70000,1.20000
-0.85455,-0.80000,0.80000
-0.85455,-0.80000,1.00000
-0.85455,-0.80000,1.20000
-0.85455,-0.42500,0.80000
-0.85455,-0.42500,1.00000
-0.85455,-0.42500,1.20000
-0.85455,-0.05000,0.80000
-0.85455,-0.05000,1.00000
-0.85455,-0.05000,1.20000
-0.85455,0.32500,0.80000
-0.85455,0.32500,1.00000
-0.85455,0.32500,1.20000
-0.85455,0.70000,0.80000
-0.85455,0.70000,1.00000
-0.85455,0.70000,1.20000
-0.43636,-0.80000,0.80000
-0.43636,-0.80000,1.00000
-0.43636,-0.80000,1.20000
-0.43636,-0.42500,0.80000
-0.43636,-0.42500,1.00000
-0.43636,-0.42500,1.20000
-0.43636,-0.05000,0.80000
-0.43636,-0.05000,1.00000
-0.43636,-0.05000,1.20000
-0.43636,0.32500,0.80000
-0.43636,0.32500,1.00000
-0.43636,0.32500,1.20000
-0.43636,0.70000,0.80000
-0.43636,0.70000,1.00000
-0.43636,0.70000,1.20000
-0.01818,-0.80000,0.80000
-0.01818,-0.80000,1.00000
-0.01818,-0.80000,1.20000
-0.01818,-0.42500,0.80000
-0.01818,-0.42500,1.00000
-0.01818,-0.42500,1.20000
-0.01818,-0.05000,0.80000
-0.01818,-0.05000,1.00000
-0.01818,-0.05000,1.20000
-0.01818,0.32500,0.80000
-0.01818,0.32500,1.00000
-0.01818,0.32500,1.20000
-0.01818,0.70000,0.80000
-0.01818,0.70000,1.00000
-0.01818,0.70000,1.20000
0.40000,-0.80000,0.80000
0.40000,-0.80000,1.00000
0.40000,-0.80000,1.20000
0.40000,-0.42500,0.80000
0.40000,-0.42500,1.00000
0.40000,-0.42500,1.20000
0.40000,-0.05000,0.80000
0.40000,-0.05000,1.00000
0.40000,-0.05000,1.20000
0.40000,0.32500,0.80000
0.40000,0.32500,1.00000
0.40000,0.32500,1.20000
0.40000,0.70000,0.80000
0.40000,0.70000,1.00000
0.40000,0.70000,1.20000
-3.70000,-0.20000,0.10000
-3.70000,-0.20000,0.26667
-3.70000,-0.20000,0.43333
-3.70000,-0.20000,0.60000
-3.70000,0.25000,0.10000
-3.70000,0.25000,0.26667
-3.70000,0.25000,0.43333
-3.70000,0.25000,0.60000
-3.70000,0.70000,0.10000
-3.70000,0.70000,0.26667
-3.70000,0.70000,0.43333
-3.70000,0.70000,0.60000
-3.27500,-0.20000,0.10000
-3.27500,-0.20000,0.26667
-3.27500,-0.20000,0.43333
-3.27500,-0.20000,0.60000
-3.27500,0.25000,0.10000
-3.27500,0.25000,0.26667
-3.27500,0.25000,0.43333
-3.27500,0.25000,0.60000
-3.27500,0.70000,0.10000
-3.27500,0.70000,0.26667
-3.27500,0.70000,0.43333
-3.27500,0.70000,0.60000
-2.85000,-0.20000,0.10000
-2.85000,-0.20000,0.26667
-2.85000,-0.20000,0.43333
-2.85000,-0.20000,0.60000
-2.85000,0.25000,0.10000
-2.85000,0.25000,0.26667
-2.85000,0.25000,0.43333
-2.85000,0.25000,0.60000
-2.85000,0.70000,0.10000
-2.85000,0.70000,0.26667
-2.85000,0.70000,0.43333
-2.85000,0.70000,0.60000
-2.42500,-0.20000,0.10000
-2.42500,-0.20000,0.26667
-2.42500,-0.20000,0.43333
-2.42500,-0.20000,0.60000
-2.42500,0.25000,0.10000
-2.42500,0.25000,0.26667
-2.42500,0.25000,0.43333
-2.42500,0.25000,0.60000
-2.42500,0.70000,0.10000
-2.42500,0.70000,0.26667
-2.42500,0.70000,0.43333
-2.42500,0.70000,0.60000
-2.00000,-0.20000,0.10000
-2.00000,-0.20000,0.26667
-2.00000,-0.20000,0.43333
-2.00000,-0.20000,0.60000
-2.00000,0.25000,0.10000
-2.00000,0.25000,0.26667
-2.00000,0.25000,0.43333
-2.00000,0.25000,0.60000
-2.00000,0.70000,0.10000
-2.00000,0.70000,0.26667
-2.00000,0.70000,0.43333
-2.00000,0.70000,0.60000
-1.57500,-0.20000,0.10000
-1.57500,-0.20000,0.26667
-1.57500,-0.20000,0.43333
-1.57500,-0.20000,0.60000
-1.57500,0.25000,0.10000
-1.57500,0.25000,0.26667
-1.57500,0.25000,0.43333
-1.57500,0.25000,0.60000
-1.57500,0.70000,0.10000
-1.57500,0.70000,0.26667
-1.57500,0.70000,0.43333
-1.57500,0.70000,0.60000
-1.15000,-0.20000,0.10000
-1.15000,-0.20000,0.26667
-1.15000,-0.20000,0.43333
-1.15000,-0.20000,0.60000
-1.15000,0.25000,0.10000
-1.15000,0.25000,0.26667
-1.15000,0.25000,0.43333
-1.15000,0.25000,0.60000
-1.15000,0.70000,0.10000
-1.15000,0.70000,0.26667
-1.15000,0.70000,0.43333
-1.15000,0.70000,0.60000
-0.72500,-0.20000,0.10000
-0.72500,-0.20000,0.26667
-0.72500,-0.20000,0.43333
-0.72500,-0.20000,0.60000
-0.72500,0.25000,0.10000
-0.72500,0.25000,0.26667
-0.72500,0.25000,0.43333
-0.72500,0.25000,0.60000
-0.72500,0.70000,0.10000
-0.72500,0.70000,0.26667
-0.72500,0.70000,0.43333
-0.72500,0.70000,0.60000
-0.30000,-0.20000,0.10000
-0.30000,-0.20000,0.26667
-0.30000,-0.20000,0.43333
-0.30000,-0.20000,0.60000
-0.30000,0.25000,0.10000
-0.30000,0.25000,0.26667
-0.30000,0.25000,0.43333
-0.30000,0.25000,0.60000
-0.30000,0.70000,0.10000
-0.30000,0.70000,0.26667
-0.30000,0.70000,0.43333
-0.30000,0.70000,0.60000
-1.80000,-0.80000,0.10000
-1.80000,-0.80000,0.26667
-1.80000,-0.80000,0.43333
-1.80000,-0.80000,0.60000
-1.80000,-0.25000,0.10000
-1.80000,-0.25000,0.26667
-1.80000,-0.25000,0.43333
-1.80000,-0.25000,0.60000
-1.10000,-0.80000,0.10000
-1.10000,-0.80000,0.26667
-1.10000,-0.80000,0.43333
-1.10000,-0.80000,0.60000
-1.10000,-0.25000,0.10000
-1.10000,-0.25000,0.26667
-1.10000,-0.25000,0.43333
-1.10000,-0.25000,0.60000
-0.40000,-0.80000,0.10000
-0.40000,-0.80000,0.26667
-0.40000,-0.80000,0.43333
-0.40000,-0.80000,0.60000
-0.40000,-0.25000,0.10000
-0.40000,-0.25000,0.26667
-0.40000,-0.25000,0.43333
-0.40000,-0.25000,0.60000
-0.02000,-0.80000,0.10000
-0.02000,-0.80000,0.26667
-0.02000,-0.80000,0.43333
-0.02000,-0.80000,0.60000
-0.02000,-0.42500,0.10000
-0.02000,-0.42500,0.26667
-0.02000,-0.42500,0.43333
-0.02000,-0.42500,0.60000
-0.02000,-0.05000,0.10000
-0.02000,-0.05000,0.26667
-0.02000,-0.05000,0.43333
-0.02000,-0.05000,0.60000
0.40000,-0.80000,0.10000
0.40000,-0.80000,0.26667
0.40000,-0.80000,0.43333
0.40000,-0.80000,0.60000
0.40000,-0.42500,0.10000
0.40000,-0.42500,0.26667
0.40000,-0.42500,0.43333
0.40000,-0.42500,0.60000
0.40000,-0.05000,0.10000
0.40000,-0.05000,0.26667
0.40000,-0.05000,0.43333
0.40000,-0.05000,0.60000
